Component,Classification,Reason
tesisproject.backend/Services/Interfaces/IVisitIssueService.cs,DELETE,Sin referencias en código backend/Shared/frontend activo tras retirar implementaciones
tesisproject.backend/Services/Interfaces/IVisitObjectiveActivityProgressService.cs,DELETE,Sin referencias en código backend/Shared/frontend activo tras retirar implementaciones
tesisproject.backend/Services/Interfaces/IVisitService.cs,DELETE,Sin referencias en código backend/Shared/frontend activo tras retirar implementaciones
tesisproject.backend/Services/Interfaces/IArticleConfigurationService.cs,KEEP_SHARED_RUNTIME,Contrato heredado por Unified o boundary activo; conservar interfaz evita cambio contractual innecesario
tesisproject.backend/Services/Interfaces/IArticleQueryService.cs,KEEP_SHARED_RUNTIME,Contrato heredado por Unified o boundary activo; conservar interfaz evita cambio contractual innecesario
tesisproject.backend/Services/Interfaces/IArticleRegistrationCommandService.cs,KEEP_SHARED_RUNTIME,Contrato heredado por Unified o boundary activo; conservar interfaz evita cambio contractual innecesario
tesisproject.backend/Services/Interfaces/IArticleUserContext.cs,KEEP_SHARED_RUNTIME,Contrato heredado por Unified o boundary activo; conservar interfaz evita cambio contractual innecesario
tesisproject.backend/Services/Interfaces/ICurrentUserService.cs,KEEP_SHARED_RUNTIME,Contrato heredado por Unified o boundary activo; conservar interfaz evita cambio contractual innecesario
tesisproject.backend/Services/Interfaces/IExternalAcademicsService.cs,KEEP_EXTERNAL_DEPENDENCY,Contrato heredado por Unified o boundary activo; conservar interfaz evita cambio contractual innecesario
tesisproject.backend/Services/Interfaces/IExternalDirectoryClient.cs,KEEP_EXTERNAL_DEPENDENCY,Contrato heredado por Unified o boundary activo; conservar interfaz evita cambio contractual innecesario
tesisproject.backend/Services/Interfaces/IExternalDistributivosService.cs,KEEP_EXTERNAL_DEPENDENCY,Contrato heredado por Unified o boundary activo; conservar interfaz evita cambio contractual innecesario
tesisproject.backend/Services/Interfaces/IExternalPeriodsClient.cs,KEEP_EXTERNAL_DEPENDENCY,Contrato heredado por Unified o boundary activo; conservar interfaz evita cambio contractual innecesario
tesisproject.backend/Services/Interfaces/IRegistrationMatrixService.cs,KEEP_SHARED_RUNTIME,Contrato heredado por Unified o boundary activo; conservar interfaz evita cambio contractual innecesario
tesisproject.backend/Services/Interfaces/ITokenService.cs,KEEP_SHARED_RUNTIME,Contrato heredado por Unified o boundary activo; conservar interfaz evita cambio contractual innecesario
tesisproject.backend/Services/Implementations/CurrentUserService.cs,KEEP_SHARED_RUNTIME,Helper activo de claims/JWT o cliente externo reutilizado por Unified
tesisproject.backend/Services/Implementations/ExternalAcademicsService.cs,KEEP_EXTERNAL_DEPENDENCY,Helper activo de claims/JWT o cliente externo reutilizado por Unified
tesisproject.backend/Services/Implementations/ExternalDirectoryClient.cs,KEEP_EXTERNAL_DEPENDENCY,Helper activo de claims/JWT o cliente externo reutilizado por Unified
tesisproject.backend/Services/Implementations/ExternalDistributivosService.cs,KEEP_EXTERNAL_DEPENDENCY,Helper activo de claims/JWT o cliente externo reutilizado por Unified
tesisproject.backend/Services/Implementations/ExternalPeriodsClient.cs,KEEP_EXTERNAL_DEPENDENCY,Helper activo de claims/JWT o cliente externo reutilizado por Unified
tesisproject.backend/Services/Implementations/JwtTokenService.cs,KEEP_SHARED_RUNTIME,Helper activo de claims/JWT o cliente externo reutilizado por Unified
tesisproject.backend/Repositories/Interfaces/IGenericRepository.cs,KEEP_SHARED_RUNTIME,IGenericRepository es contrato activo de persistencia Unified
tesisproject.backend/Repositories/Implementations/GenericRepository.cs,KEEP_SHARED_RUNTIME,GenericRepository es base activa de repositorios Unified; constructor protegido DbContext usado con Unified
tesisproject.backend/Data/Articles/ArticlesDbContext.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Configurations/AcademicCatalogConfigurations.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Configurations/ArticleConfiguration.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Configurations/ArticleFileConfiguration.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Configurations/ArticleIndexingConfiguration.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Configurations/ArticleParticipantConfiguration.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Configurations/ArticlesModelConfigurationMarker.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Configurations/DynamicFormsConfigurations.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Configurations/OecdFieldConfigurations.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Configurations/RegistrationMatrixConfigurations.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Configurations/VenueConfigurations.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/AcademicTerm.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/Article.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/ArticleFile.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/ArticleIndexing.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/ArticleParticipant.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/ArticleParticipantDynamicFieldValue.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/BroadField.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/DetailedField.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/DynamicFieldOption.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/DynamicFieldValue.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/Faculty.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/FieldCatalogEntry.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/FormDefinition.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/FormFieldDefinition.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/IndexingSource.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/PublicationStatus.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/RegistrationMatrix.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/ResearchLine.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/SpecificField.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/Venue.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Data/Articles/Entities/VenueMetric.cs,ARCHIVED_ALREADY,"Modelo histórico preservado, excluido de compilación durante cleanup; sin DI/runtime"
tesisproject.backend/Migrations/Articles/20260905234648_ActualizarArticulos.cs,ARCHIVED_ALREADY,"Historia preservada sin alterar migrations, excluida de compilación con su contexto"
tesisproject.backend/Migrations/Articles/20260905234648_ActualizarArticulos.Designer.cs,ARCHIVED_ALREADY,"Historia preservada sin alterar migrations, excluida de compilación con su contexto"
tesisproject.backend/Migrations/Articles/ArticlesDbContextModelSnapshot.cs,ARCHIVED_ALREADY,"Historia preservada sin alterar migrations, excluida de compilación con su contexto"
tesisproject.backend/Data/AppDbContext.cs,KEEP_EXTERNAL_DEPENDENCY,DwEtlService.cs.cs constructor requiere AppDbContext; DW fuera de alcance
tesisproject.backend/Data/DesignTimeDbContextFactories.cs,KEEP_EXTERNAL_DEPENDENCY,Factories App/DW conservadas; factory Articles retirada
tesisproject.backend/ArticlesMigration/**,ARCHIVED_ALREADY,Exclusión preexistente en csproj; contenido no auditado
tesisproject.backend/Migrations/Unified/**,KEEP_SHARED_RUNTIME,Migrations aplicadas Unified inmutables; ninguna eliminación/cambio
tesisproject.backend/Migrations (App/DW),KEEP_EXTERNAL_DEPENDENCY,Historia de contextos retenidos; DW intacto
"tesisproject.shared/Entities/{Auth,Base,Catalogs,Core,Export}/**",KEEP_EXTERNAL_DEPENDENCY,Modelo compartido histórico alcanzado por AppDbContext retenido; tipos reutilizados por contratos no se eliminan
tesisproject.shared/Entities/External/**,KEEP_EXTERNAL_DEPENDENCY,Contratos de directorio e integraciones activas
tesisproject.shared/Responses/**,KEEP_SHARED_RUNTIME,ServiceResult y envelopes reutilizados por runtime y clientes
ArticlesModuleOptions / authorization policies,KEEP_SHARED_RUNTIME,Activación/autorización de controllers Unified
ConnectionStrings:DefaultConnection,KEEP_EXTERNAL_DEPENDENCY,AppDbContext/DW retenidos
ConnectionStrings:ArticlesOltpConnection,ARCHIVED_ALREADY,"Sin consumo de aplicación; se conserva como referencia histórica/operador BaselineSource, no DI"
tesisproject.shared/DTOs/Articles/ArticleBiExportDto.cs,KEEP_EXTERNAL_DEPENDENCY,"Contrato BI/reporting fuera del alcance DW; sin consumidor OLTP activo encontrado. Conservado deliberadamente, no se afirma uso runtime"
tesisproject.shared/DTOs/Articles/ArticleDtos.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Articles/Pages/ArticlesHome.razor; tesisproject.frontend/Services/Implementations/ArticleClientService.cs; tesisproject.frontend/Services/Interfaces/IArticleClientService.cs
tesisproject.shared/DTOs/Articles/ArticleImportResultDto.cs,DELETE,"Sin referencias activas backend, frontend o Shared; verificación adicional en tests sin consumidores"
tesisproject.shared/DTOs/Articles/ArticleListQuery.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Articles/Pages/ArticlesHome.razor; tesisproject.frontend/Features/Articles/Pages/ArticlesWorkflow.razor; tesisproject.frontend/Services/Implementations/ArticleClientService.cs; tesisproject.frontend/Services/Interfaces/IArticleClientService.cs
tesisproject.shared/DTOs/Articles/ArticlePageDto.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Articles/Pages/ArticlesHome.razor; tesisproject.frontend/Features/Articles/Pages/ArticlesWorkflow.razor; tesisproject.frontend/Services/Implementations/ArticleClientService.cs; tesisproject.frontend/Services/Interfaces/IArticleClientService.cs
tesisproject.shared/DTOs/Articles/ArticleParticipantRequest.cs,KEEP_SHARED_RUNTIME,tesisproject.shared/DTOs/Articles/CreateArticleRequest.cs
tesisproject.shared/DTOs/Articles/CreateArticleRequest.cs,KEEP_SHARED_RUNTIME,tesisproject.shared/DTOs/Articles/UpdateArticleRequest.cs
tesisproject.shared/DTOs/Articles/RegisterArticleAggregateDtos.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Articles/Pages/ArticlesRegister.razor; tesisproject.frontend/Services/Implementations/ArticleClientService.cs; tesisproject.frontend/Services/Interfaces/IArticleClientService.cs
tesisproject.shared/DTOs/Articles/UpdateArticleRequest.cs,DELETE,"Sin referencias activas backend, frontend o Shared; verificación adicional en tests sin consumidores"
tesisproject.shared/DTOs/ArticlesConfiguration/AdminCatalogDtos.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Services/Implementations/FormConfigurationClient.cs; tesisproject.frontend/Services/Interfaces/IFormConfigurationClient.cs
tesisproject.shared/DTOs/ArticlesConfiguration/AdminConfigurationDtos.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Articles/Pages/ArticlesConfiguration.razor; tesisproject.frontend/Services/Implementations/FormConfigurationClient.cs; tesisproject.frontend/Services/Interfaces/IFormConfigurationClient.cs
tesisproject.shared/DTOs/ArticlesConfiguration/ResolvedFormDtos.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Articles/Pages/ArticlesConfiguration.razor; tesisproject.frontend/Features/Articles/Pages/ArticlesRegister.razor; tesisproject.frontend/Features/Articles/Pages/ArticlesRegistrationMatrix.razor; tesisproject.frontend/Services/Implementations/FormConfigurationClient.cs; tesisproject.frontend/Services/Interfaces/IFormConfigurationClient.cs
tesisproject.shared/DTOs/Project/Request/AddProjectFullRequestDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Projects/Pages/ProjectCreate.razor; tesisproject.frontend/Services/Implementations/ProjectClientService.cs; tesisproject.frontend/Services/Interfaces/IProjectClientService.cs
tesisproject.shared/DTOs/Project/Request/AddProjectRequestDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Projects/Pages/ProjectCreate.razor
tesisproject.shared/DTOs/Project/Request/UnifiedAddProjectRequestDTO.cs,KEEP_SHARED_RUNTIME,tesisproject.backend/Controllers/Unified/UnifiedProjectsController.cs; tesisproject.backend/Services/Unified/Implementations/UnifiedProjectService.cs; tesisproject.backend/Services/Unified/Interfaces/IUnifiedProjectService.cs
tesisproject.shared/DTOs/Project/Request/UpdateProjectRequestDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Projects/Components/ProjectEditGeneralTab.razor; tesisproject.frontend/Features/Projects/Components/ProjectFinalizationTab.razor; tesisproject.frontend/Features/Projects/Pages/ProjectEdit.razor; tesisproject.frontend/Services/Implementations/ProjectClientService.cs; tesisproject.frontend/Services/Interfaces/IProjectClientService.cs
tesisproject.shared/DTOs/Project/Request/UpdateProjectResearchCategoriesRequestDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Projects/Components/ProjectEditCategoriesTab.razor; tesisproject.frontend/Features/Projects/Pages/ProjectEdit.razor; tesisproject.frontend/Services/Implementations/ProjectClientService.cs; tesisproject.frontend/Services/Interfaces/IProjectClientService.cs
tesisproject.shared/DTOs/Project/Response/ProjectDetailResponseDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Projects/Components/ProjectEditBudgetTab.razor; tesisproject.frontend/Features/Projects/Components/ProjectEditCategoriesTab.razor; tesisproject.frontend/Features/Projects/Components/ProjectEditGeneralTab.razor; tesisproject.frontend/Features/Projects/Components/ProjectFinalizationTab.razor; tesisproject.frontend/Features/Projects/Components/ProjectOverviewTab.razor; tesisproject.frontend/Features/Projects/Pages/ProjectDetail.razor; tesisproject.frontend/Features/Projects/Pages/ProjectEdit.razor; tesisproject.frontend/Services/Implementations/ProjectClientService.cs; tesisproject.frontend/Services/Interfaces/IProjectClientService.cs
tesisproject.shared/DTOs/Project/Response/ProjectListResponseDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Projects/Components/ProjectCard.razor.cs; tesisproject.frontend/Features/Projects/Pages/ProjectsHome.razor; tesisproject.frontend/Services/Implementations/ProjectClientService.cs; tesisproject.frontend/Services/Interfaces/IProjectClientService.cs
tesisproject.shared/DTOs/Products/Product/Request/ProductCreateRequestDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Projects/Components/ProjectProductsEditor.razor; tesisproject.frontend/Features/Projects/Components/VisitDetailPanel.razor; tesisproject.frontend/Services/Implementations/ProductClientService.cs; tesisproject.frontend/Services/Interfaces/IProductClientService.cs
tesisproject.shared/DTOs/Products/Product/Request/ProductUpdateRequestDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Projects/Components/ProjectProductsEditor.razor; tesisproject.frontend/Features/Projects/Components/VisitDetailPanel.razor; tesisproject.frontend/Services/Implementations/ProductClientService.cs; tesisproject.frontend/Services/Interfaces/IProductClientService.cs
tesisproject.shared/DTOs/Products/Product/Request/ProductValueUpsertDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Projects/Components/ProjectProductsEditor.razor; tesisproject.frontend/Features/Projects/Components/VisitDetailPanel.razor
tesisproject.shared/DTOs/Products/Product/Response/ProductAuthorResponseDTO.cs,KEEP_SHARED_RUNTIME,tesisproject.backend/Services/Unified/Implementations/UnifiedProductService.cs; tesisproject.shared/DTOs/Products/Product/Response/ProductDetailResponseDTO.cs
tesisproject.shared/DTOs/Products/Product/Response/ProductDetailResponseDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Services/Implementations/ProductClientService.cs; tesisproject.frontend/Services/Interfaces/IProductClientService.cs
tesisproject.shared/DTOs/Products/Product/Response/ProductListItemResponseDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Projects/Components/ProjectFinalizationTab.razor; tesisproject.frontend/Features/Projects/Components/ProjectProductsEditor.razor; tesisproject.frontend/Features/Projects/Components/VisitDetailPanel.razor; tesisproject.frontend/Features/Projects/Pages/ProjectDetail.razor; tesisproject.frontend/Services/Implementations/ProductClientService.cs; tesisproject.frontend/Services/Interfaces/IProductClientService.cs
tesisproject.shared/DTOs/Products/Product/Response/ProductValueResponseDTO.cs,KEEP_SHARED_RUNTIME,tesisproject.backend/Services/Unified/Implementations/UnifiedProductService.cs; tesisproject.shared/DTOs/Products/Product/Response/ProductDetailResponseDTO.cs
tesisproject.shared/DTOs/Products/ProductAttributeDefinition/Request/AddProductAttributeDefinitionRequestDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Services/Implementations/ProductAttributeDefinitionClientService.cs; tesisproject.frontend/Services/Interfaces/IProductAttributeDefinitionClientService.cs
tesisproject.shared/DTOs/Products/ProductAttributeDefinition/Request/ProductAttributeDefinitionUpsertDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/AppSettings/Components/ProductTypeDesignerTab.razor; tesisproject.frontend/Features/AppSettings/Pages/Settings.razor
tesisproject.shared/DTOs/Products/ProductAttributeDefinition/Request/UpdateProductAttributeDefinitionRequestDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Services/Implementations/ProductAttributeDefinitionClientService.cs; tesisproject.frontend/Services/Interfaces/IProductAttributeDefinitionClientService.cs
tesisproject.shared/DTOs/Products/ProductAttributeDefinition/Response/ProductAttributeDefinitionDetailDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Services/Implementations/ProductAttributeDefinitionClientService.cs; tesisproject.frontend/Services/Interfaces/IProductAttributeDefinitionClientService.cs
tesisproject.shared/DTOs/Products/ProductAttributeDefinition/Response/ProductAttributeDefinitionListItemDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Services/Implementations/ProductAttributeDefinitionClientService.cs; tesisproject.frontend/Services/Interfaces/IProductAttributeDefinitionClientService.cs
tesisproject.shared/DTOs/Products/ProductTypeDesign/Request/ProductAttributeUpsertDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/AppSettings/Pages/Settings.razor
tesisproject.shared/DTOs/Products/ProductTypeDesign/Request/ProductTypeUpsertDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/AppSettings/Pages/Settings.razor
tesisproject.shared/DTOs/Products/ProductTypeDesign/Request/SaveProductTypeDesignRequestDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/AppSettings/Pages/Settings.razor; tesisproject.frontend/Services/Implementations/ProductTypeDesignClientService.cs; tesisproject.frontend/Services/Interfaces/IProductTypeDesignClientService.cs
tesisproject.shared/DTOs/Products/ProductTypeDesign/Response/ProductTypeDesignDetailDTO.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/AppSettings/Components/ProductTypeDesignerTab.razor; tesisproject.frontend/Features/AppSettings/Pages/Settings.razor; tesisproject.frontend/Services/Implementations/ProductTypeDesignClientService.cs; tesisproject.frontend/Services/Interfaces/IProductTypeDesignClientService.cs
tesisproject.shared/DTOs/Auth/AuthDtos.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Pages/Login.razor.cs; tesisproject.frontend/Services/Implementations/AuthClientService.cs; tesisproject.frontend/Services/Interfaces/IAuthClientService.cs
tesisproject.shared/DTOs/Auth/CurrentSessionResponse.cs,KEEP_FRONTEND_CONTRACT,tesisproject.frontend/Features/Articles/Pages/ArticlesProfile.razor; tesisproject.frontend/Pages/Login.razor.cs; tesisproject.frontend/Services/Implementations/AuthClientService.cs; tesisproject.frontend/Services/Interfaces/IAuthClientService.cs
