model,source,target,owner,name,type,path,line
unified,Visit,Document,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Visit.Visit,Document,Document?,tesisproject.backend/Data/UnifiedEntities/Core/Visit.cs,54
unified,Visit,Document,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Visit.Visit,FundingDocument,Document?,tesisproject.backend/Data/UnifiedEntities/Core/Visit.cs,55
unified,Visit,Document,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Visit.Visit,ProgressDocument,Document?,tesisproject.backend/Data/UnifiedEntities/Core/Visit.cs,56
unified,Visit,VisitIssue,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Visit.Visit,Issues,ICollection<VisitIssue>,tesisproject.backend/Data/UnifiedEntities/Core/Visit.cs,57
unified,Visit,Product,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Visit.Visit,Products,ICollection<Product>,tesisproject.backend/Data/UnifiedEntities/Core/Visit.cs,58
unified,Visit,VisitObjectiveActivityProgress,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Visit.Visit,ActivityProgresses,ICollection<VisitObjectiveActivityProgress>,tesisproject.backend/Data/UnifiedEntities/Core/Visit.cs,59
unified,ExportTemplate,ExportTemplateColumn,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Export.ExportTemplate.ExportTemplate,Columns,ICollection<ExportTemplateColumn>,tesisproject.backend/Data/UnifiedEntities/Export/ExportTemplate.cs,48
unified,ProductAttribute,ProductAttributeDefinition,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Catalogs.ProductAttribute.ProductAttribute,TypeDefinitions,ICollection<ProductAttributeDefinition>?,tesisproject.backend/Data/UnifiedEntities/Catalogs/ProductAttribute.cs,37
unified,Country,Institution,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Catalogs.Country.Country,Institutions,ICollection<Institution>?,tesisproject.backend/Data/UnifiedEntities/Catalogs/Country.cs,21
unified,AcademicTerm,Article,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.AcademicTerm.AcademicTerm,Articles,ICollection<Article>,tesisproject.backend/Data/UnifiedEntities/Articles/AcademicTerm.cs,13
unified,Budget,Project,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Budget.Budget,Project,Project,tesisproject.backend/Data/UnifiedEntities/Core/Budget.cs,46
unified,Budget,BudgetTransaction,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Budget.Budget,Transactions,ICollection<BudgetTransaction>,tesisproject.backend/Data/UnifiedEntities/Core/Budget.cs,50
unified,VisitIssue,Visit,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.VisitIssue.VisitIssue,Visit,Visit,tesisproject.backend/Data/UnifiedEntities/Core/VisitIssue.cs,51
unified,ProductAuthor,Product,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Products.ProductAuthor.ProductAuthor,Product,Product,tesisproject.backend/Data/UnifiedEntities/Core/Products/ProductAuthor.cs,9
unified,ProductAuthor,Author,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Products.ProductAuthor.ProductAuthor,Author,Author,tesisproject.backend/Data/UnifiedEntities/Core/Products/ProductAuthor.cs,11
unified,ProductAuthor,ProductAuthorDynamicFieldValue,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Products.ProductAuthor.ProductAuthor,DynamicFieldValues,ICollection<ProductAuthorDynamicFieldValue>,tesisproject.backend/Data/UnifiedEntities/Core/Products/ProductAuthor.cs,24
unified,FacultyScope,FacultyScopeFaculty,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.FacultyScope.FacultyScope,Faculties,ICollection<FacultyScopeFaculty>,tesisproject.backend/Data/UnifiedEntities/Core/FacultyScope.cs,16
unified,FacultyScope,UserFacultyScopeAssignment,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.FacultyScope.FacultyScope,UserAssignments,ICollection<UserFacultyScopeAssignment>,tesisproject.backend/Data/UnifiedEntities/Core/FacultyScope.cs,17
unified,FacultyScopeFaculty,FacultyScope,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.FacultyScopeFaculty.FacultyScopeFaculty,FacultyScope,FacultyScope,tesisproject.backend/Data/UnifiedEntities/Core/FacultyScopeFaculty.cs,17
unified,ResearchCategoryGroup,ResearchCategoryType,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Catalogs.ResearchCategoryGroup.ResearchCategoryGroup,Types,ICollection<ResearchCategoryType>,tesisproject.backend/Data/UnifiedEntities/Catalogs/ResearchCategoryGroup.cs,12
unified,BroadField,SpecificField,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.BroadField.BroadField,SpecificFields,ICollection<SpecificField>,tesisproject.backend/Data/UnifiedEntities/Articles/BroadField.cs,9
unified,ObjectiveActivity,ProjectObjective,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ObjectiveActivity.ObjectiveActivity,Objective,ProjectObjective,tesisproject.backend/Data/UnifiedEntities/Core/ObjectiveActivity.cs,26
unified,ObjectiveActivity,ObjectiveActivityUser,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ObjectiveActivity.ObjectiveActivity,ResponsibleUsers,ICollection<ObjectiveActivityUser>,tesisproject.backend/Data/UnifiedEntities/Core/ObjectiveActivity.cs,27
unified,ObjectiveActivity,VisitObjectiveActivityProgress,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ObjectiveActivity.ObjectiveActivity,VisitProgresses,ICollection<VisitObjectiveActivityProgress>,tesisproject.backend/Data/UnifiedEntities/Core/ObjectiveActivity.cs,28
unified,Convocation,ConvocationRule,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Convocation.Convocation,Rules,ICollection<ConvocationRule>?,tesisproject.backend/Data/UnifiedEntities/Core/Convocation.cs,15
unified,Convocation,Project,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Convocation.Convocation,Projects,ICollection<Project>?,tesisproject.backend/Data/UnifiedEntities/Core/Convocation.cs,16
unified,ExternalResearcherProject,ExternalResearcher,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ExternalResearcherProject.ExternalResearcherProject,ExternalResearcher,ExternalResearcher,tesisproject.backend/Data/UnifiedEntities/Core/ExternalResearcherProject.cs,50
unified,ExternalResearcherProject,Project,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ExternalResearcherProject.ExternalResearcherProject,Project,Project,tesisproject.backend/Data/UnifiedEntities/Core/ExternalResearcherProject.cs,51
unified,Product,Article,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Products.Product.Product,Article,tesisproject.backend.Data.UnifiedEntities.Articles.Article?,tesisproject.backend/Data/UnifiedEntities/Core/Products/Product.cs,46
unified,Product,ProductValue,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Products.Product.Product,Values,ICollection<ProductValue>?,tesisproject.backend/Data/UnifiedEntities/Core/Products/Product.cs,49
unified,Product,ProductAuthor,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Products.Product.Product,Authors,ICollection<ProductAuthor>?,tesisproject.backend/Data/UnifiedEntities/Core/Products/Product.cs,50
unified,Product,Project,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Products.Product.Product,Project,Project?,tesisproject.backend/Data/UnifiedEntities/Core/Products/Product.cs,52
unified,Product,Visit,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Products.Product.Product,Visit,Visit?,tesisproject.backend/Data/UnifiedEntities/Core/Products/Product.cs,53
unified,ObjectiveActivityUser,ObjectiveActivity,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ObjectiveActivityUser.ObjectiveActivityUser,ObjectiveActivity,ObjectiveActivity,tesisproject.backend/Data/UnifiedEntities/Core/ObjectiveActivityUser.cs,43
unified,ObjectiveActivityUser,Visit,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ObjectiveActivityUser.ObjectiveActivityUser,Visit,Visit,tesisproject.backend/Data/UnifiedEntities/Core/ObjectiveActivityUser.cs,44
unified,FieldCatalogEntry,DynamicFieldOption,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.FieldCatalogEntry.FieldCatalogEntry,Options,ICollection<DynamicFieldOption>,tesisproject.backend/Data/UnifiedEntities/Articles/FieldCatalogEntry.cs,33
unified,FieldCatalogEntry,FormFieldDefinition,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.FieldCatalogEntry.FieldCatalogEntry,FormFields,ICollection<FormFieldDefinition>,tesisproject.backend/Data/UnifiedEntities/Articles/FieldCatalogEntry.cs,34
unified,ExportField,ExportTemplateColumn,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Export.ExportField.ExportField,TemplateColumns,ICollection<ExportTemplateColumn>,tesisproject.backend/Data/UnifiedEntities/Export/ExportField.cs,66
unified,ProductAttributeDefinition,ProductAttribute,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Products.ProductAttributeDefinition.ProductAttributeDefinition,ProductAttribute,ProductAttribute?,tesisproject.backend/Data/UnifiedEntities/Core/Products/ProductAttributeDefinition.cs,51
unified,ProductAttributeDefinition,ProductValue,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Products.ProductAttributeDefinition.ProductAttributeDefinition,ProductValues,ICollection<ProductValue>?,tesisproject.backend/Data/UnifiedEntities/Core/Products/ProductAttributeDefinition.cs,56
unified,DynamicFieldOption,FieldCatalogEntry,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.DynamicFieldOption.DynamicFieldOption,Field,FieldCatalogEntry?,tesisproject.backend/Data/UnifiedEntities/Articles/DynamicFieldOption.cs,16
unified,ProductAuthorDynamicFieldValue,ProductAuthor,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.ProductAuthorDynamicFieldValue.ProductAuthorDynamicFieldValue,ProductAuthor,ProductAuthor,tesisproject.backend/Data/UnifiedEntities/Articles/ProductAuthorDynamicFieldValue.cs,19
unified,ProductAuthorDynamicFieldValue,FieldCatalogEntry,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.ProductAuthorDynamicFieldValue.ProductAuthorDynamicFieldValue,Field,FieldCatalogEntry?,tesisproject.backend/Data/UnifiedEntities/Articles/ProductAuthorDynamicFieldValue.cs,20
unified,Venue,Article,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Venue.Venue,Articles,ICollection<Article>,tesisproject.backend/Data/UnifiedEntities/Articles/Venue.cs,15
unified,Venue,VenueMetric,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Venue.Venue,VenueMetrics,ICollection<VenueMetric>,tesisproject.backend/Data/UnifiedEntities/Articles/Venue.cs,16
unified,Group,GroupMember,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Group.Group,Members,ICollection<GroupMember>,tesisproject.backend/Data/UnifiedEntities/Core/Group.cs,38
unified,FormFieldDefinition,FormDefinition,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.FormFieldDefinition.FormFieldDefinition,Form,FormDefinition?,tesisproject.backend/Data/UnifiedEntities/Articles/FormFieldDefinition.cs,19
unified,FormFieldDefinition,FieldCatalogEntry,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.FormFieldDefinition.FormFieldDefinition,Field,FieldCatalogEntry?,tesisproject.backend/Data/UnifiedEntities/Articles/FormFieldDefinition.cs,20
unified,ProjectExtensionType,ProjectExtension,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Catalogs.ProjectExtensionType.ProjectExtensionType,ProjectExtensions,ICollection<ProjectExtension>,tesisproject.backend/Data/UnifiedEntities/Catalogs/ProjectExtensionType.cs,13
unified,ProjectExtension,Project,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ProjectExtension.ProjectExtension,Project,Project,tesisproject.backend/Data/UnifiedEntities/Core/ProjectExtension.cs,36
unified,ProjectExtension,Document,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ProjectExtension.ProjectExtension,Document,Document?,tesisproject.backend/Data/UnifiedEntities/Core/ProjectExtension.cs,37
unified,ProjectExtension,ProjectExtensionType,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ProjectExtension.ProjectExtension,ProjectExtensionType,ProjectExtensionType?,tesisproject.backend/Data/UnifiedEntities/Core/ProjectExtension.cs,38
unified,ExportTemplateColumn,ExportTemplate,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Export.ExportTemplateColumn.ExportTemplateColumn,Template,ExportTemplate,tesisproject.backend/Data/UnifiedEntities/Export/ExportTemplateColumn.cs,62
unified,ExportTemplateColumn,ExportField,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Export.ExportTemplateColumn.ExportTemplateColumn,ExportField,ExportField,tesisproject.backend/Data/UnifiedEntities/Export/ExportTemplateColumn.cs,65
unified,Document,ProjectDocument,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Document.Document,ProjectDocuments,ICollection<ProjectDocument>,tesisproject.backend/Data/UnifiedEntities/Core/Document.cs,44
unified,BudgetTransaction,Budget,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.BudgetTransaction.BudgetTransaction,Budget,Budget,tesisproject.backend/Data/UnifiedEntities/Core/BudgetTransaction.cs,79
unified,RegistrationMatrix,RegistrationMatrixColumn,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.RegistrationMatrix.RegistrationMatrix,Columns,ICollection<RegistrationMatrixColumn>,tesisproject.backend/Data/UnifiedEntities/Articles/RegistrationMatrix.cs,17
unified,RegistrationMatrix,RegistrationMatrixRow,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.RegistrationMatrix.RegistrationMatrix,Rows,ICollection<RegistrationMatrixRow>,tesisproject.backend/Data/UnifiedEntities/Articles/RegistrationMatrix.cs,18
unified,RegistrationMatrixColumn,RegistrationMatrix,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.RegistrationMatrix.RegistrationMatrixColumn,Matrix,RegistrationMatrix?,tesisproject.backend/Data/UnifiedEntities/Articles/RegistrationMatrix.cs,25
unified,RegistrationMatrixColumn,FieldCatalogEntry,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.RegistrationMatrix.RegistrationMatrixColumn,Field,FieldCatalogEntry?,tesisproject.backend/Data/UnifiedEntities/Articles/RegistrationMatrix.cs,27
unified,RegistrationMatrixRow,RegistrationMatrix,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.RegistrationMatrix.RegistrationMatrixRow,Matrix,RegistrationMatrix?,tesisproject.backend/Data/UnifiedEntities/Articles/RegistrationMatrix.cs,37
unified,RegistrationMatrixRow,RegistrationMatrixCell,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.RegistrationMatrix.RegistrationMatrixRow,Cells,ICollection<RegistrationMatrixCell>,tesisproject.backend/Data/UnifiedEntities/Articles/RegistrationMatrix.cs,42
unified,RegistrationMatrixCell,RegistrationMatrixRow,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.RegistrationMatrix.RegistrationMatrixCell,Row,RegistrationMatrixRow?,tesisproject.backend/Data/UnifiedEntities/Articles/RegistrationMatrix.cs,49
unified,RegistrationMatrixCell,FieldCatalogEntry,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.RegistrationMatrix.RegistrationMatrixCell,Field,FieldCatalogEntry?,tesisproject.backend/Data/UnifiedEntities/Articles/RegistrationMatrix.cs,51
unified,DynamicFieldValue,Article,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.DynamicFieldValue.DynamicFieldValue,Article,Article,tesisproject.backend/Data/UnifiedEntities/Articles/DynamicFieldValue.cs,17
unified,DynamicFieldValue,FieldCatalogEntry,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.DynamicFieldValue.DynamicFieldValue,Field,FieldCatalogEntry?,tesisproject.backend/Data/UnifiedEntities/Articles/DynamicFieldValue.cs,18
unified,FormDefinition,FormFieldDefinition,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.FormDefinition.FormDefinition,Fields,ICollection<FormFieldDefinition>,tesisproject.backend/Data/UnifiedEntities/Articles/FormDefinition.cs,17
unified,DetailedField,SpecificField,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.DetailedField.DetailedField,SpecificField,SpecificField,tesisproject.backend/Data/UnifiedEntities/Articles/DetailedField.cs,9
unified,ResearchLine,Article,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.ResearchLine.ResearchLine,Articles,ICollection<Article>,tesisproject.backend/Data/UnifiedEntities/Articles/ResearchLine.cs,9
unified,ProjectObjective,Project,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ProjectObjective.ProjectObjective,Project,Project,tesisproject.backend/Data/UnifiedEntities/Core/ProjectObjective.cs,42
unified,ProjectObjective,ObjectiveActivity,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ProjectObjective.ProjectObjective,Activities,ICollection<ObjectiveActivity>,tesisproject.backend/Data/UnifiedEntities/Core/ProjectObjective.cs,44
unified,Author,AppUser,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Authors.Author.Author,AppUser,AppUser?,tesisproject.backend/Data/UnifiedEntities/Authors/Author.cs,10
unified,Author,ExternalResearcher,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Authors.Author.Author,ExternalResearcher,ExternalResearcher?,tesisproject.backend/Data/UnifiedEntities/Authors/Author.cs,12
unified,Author,ProductAuthor,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Authors.Author.Author,Products,ICollection<ProductAuthor>,tesisproject.backend/Data/UnifiedEntities/Authors/Author.cs,16
unified,ProjectResearchCategory,Project,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ProjectResearchCategory.ProjectResearchCategory,Project,Project,tesisproject.backend/Data/UnifiedEntities/Core/ProjectResearchCategory.cs,15
unified,ProjectResearchCategory,ResearchCategory,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ProjectResearchCategory.ProjectResearchCategory,ResearchCategory,ResearchCategory,tesisproject.backend/Data/UnifiedEntities/Core/ProjectResearchCategory.cs,18
unified,ExternalResearcher,Institution,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ExternalResearcher.ExternalResearcher,Institution,Institution?,tesisproject.backend/Data/UnifiedEntities/Core/ExternalResearcher.cs,38
unified,ExternalResearcher,ExternalResearcherProject,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ExternalResearcher.ExternalResearcher,ExternalResearcherProjects,ICollection<ExternalResearcherProject>,tesisproject.backend/Data/UnifiedEntities/Core/ExternalResearcher.cs,43
unified,ConvocationRuleIndexing,ConvocationRule,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ConvocationRuleIndexing.ConvocationRuleIndexing,ConvocationRule,ConvocationRule?,tesisproject.backend/Data/UnifiedEntities/Core/ConvocationRuleIndexing.cs,24
unified,ConvocationRuleIndexing,IndexingSource,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.ConvocationRuleIndexing.ConvocationRuleIndexing,IndexingSource,IndexingSource?,tesisproject.backend/Data/UnifiedEntities/Core/ConvocationRuleIndexing.cs,25
unified,ProductValue,Product,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Products.ProductValue.ProductValue,Product,Product?,tesisproject.backend/Data/UnifiedEntities/Core/Products/ProductValue.cs,49
unified,ProductValue,ProductAttributeDefinition,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Products.ProductValue.ProductValue,AttributeDefinition,ProductAttributeDefinition?,tesisproject.backend/Data/UnifiedEntities/Core/Products/ProductValue.cs,50
unified,Institution,Country,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Catalogs.Institution.Institution,Country,Country?,tesisproject.backend/Data/UnifiedEntities/Catalogs/Institution.cs,20
unified,Project,Group,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Project.Project,ProjectGroup,Group,tesisproject.backend/Data/UnifiedEntities/Core/Project.cs,75
unified,Project,Budget,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Project.Project,Budgets,ICollection<Budget>,tesisproject.backend/Data/UnifiedEntities/Core/Project.cs,76
unified,Project,ProjectObjective,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Project.Project,ProjectObjectives,ICollection<ProjectObjective>,tesisproject.backend/Data/UnifiedEntities/Core/Project.cs,77
unified,Project,ExternalResearcherProject,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Project.Project,ExternalResearcherProjects,ICollection<ExternalResearcherProject>,tesisproject.backend/Data/UnifiedEntities/Core/Project.cs,82
unified,Project,Visit,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Project.Project,Visits,ICollection<Visit>,tesisproject.backend/Data/UnifiedEntities/Core/Project.cs,83
unified,Project,Product,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Project.Project,Products,ICollection<Product>,tesisproject.backend/Data/UnifiedEntities/Core/Project.cs,84
unified,Project,Convocation,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Project.Project,Convocation,Convocation,tesisproject.backend/Data/UnifiedEntities/Core/Project.cs,85
unified,Project,ProjectResearchCategory,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Project.Project,ProjectResearchCategories,ICollection<ProjectResearchCategory>,tesisproject.backend/Data/UnifiedEntities/Core/Project.cs,86
unified,Project,ProjectDocument,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Project.Project,ProjectDocuments,ICollection<ProjectDocument>,tesisproject.backend/Data/UnifiedEntities/Core/Project.cs,89
unified,Project,ProjectExtension,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Core.Project.Project,ProjectExtensions,ICollection<ProjectExtension>,tesisproject.backend/Data/UnifiedEntities/Core/Project.cs,90
unified,Article,Product,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Article.Article,Product,Product,tesisproject.backend/Data/UnifiedEntities/Articles/Article.cs,8
unified,Article,Venue,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Article.Article,Venue,Venue?,tesisproject.backend/Data/UnifiedEntities/Articles/Article.cs,23
unified,Article,AcademicTerm,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Article.Article,AcademicTerm,AcademicTerm?,tesisproject.backend/Data/UnifiedEntities/Articles/Article.cs,25
unified,Article,PublicationStatus,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Article.Article,PublicationStatus,PublicationStatus?,tesisproject.backend/Data/UnifiedEntities/Articles/Article.cs,27
unified,Article,ResearchLine,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Article.Article,ResearchLine,ResearchLine?,tesisproject.backend/Data/UnifiedEntities/Articles/Article.cs,29
unified,Article,BroadField,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Article.Article,BroadField,BroadField?,tesisproject.backend/Data/UnifiedEntities/Articles/Article.cs,31
unified,Article,SpecificField,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Article.Article,SpecificField,SpecificField?,tesisproject.backend/Data/UnifiedEntities/Articles/Article.cs,33
unified,Article,DetailedField,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Article.Article,DetailedField,DetailedField?,tesisproject.backend/Data/UnifiedEntities/Articles/Article.cs,35
unified,Article,Faculty,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Article.Article,Faculty,Faculty?,tesisproject.backend/Data/UnifiedEntities/Articles/Article.cs,37
unified,Article,ArticleIndexing,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Article.Article,Indexings,ICollection<ArticleIndexing>,tesisproject.backend/Data/UnifiedEntities/Articles/Article.cs,39
unified,Article,ArticleFile,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Article.Article,Files,ICollection<ArticleFile>,tesisproject.backend/Data/UnifiedEntities/Articles/Article.cs,40
unified,Article,DynamicFieldValue,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Articles.Article.Article,DynamicFieldValues,ICollection<DynamicFieldValue>,tesisproject.backend/Data/UnifiedEntities/Articles/Article.cs,41
unified,ResearchCategory,ResearchCategoryType,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Catalogs.ResearchCategory.ResearchCategory,ResearchCategoryType,ResearchCategoryType,tesisproject.backend/Data/UnifiedEntities/Catalogs/ResearchCategory.cs,17
unified,ResearchCategory,ResearchCategory,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Catalogs.ResearchCategory.ResearchCategory,ParentCategory,ResearchCategory?,tesisproject.backend/Data/UnifiedEntities/Catalogs/ResearchCategory.cs,24
unified,ResearchCategory,ResearchCategory,C-Users-marlo-source-repos-TesisProject.tesisproject.backend.Data.UnifiedEntities.Catalogs.ResearchCategory.ResearchCategory,SubCategories,ICollection<ResearchCategory>,tesisproject.backend/Data/UnifiedEntities/Catalogs/ResearchCategory.cs,34
