category,file,line,reference,usage
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2036,tesisproject.shared.Entities.Core.Budget,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Budget"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2038,tesisproject.shared.Entities.Auth.AppUser,"b.HasOne(""tesisproject.shared.Entities.Auth.AppUser"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2044,tesisproject.shared.Entities.Catalogs.FundingType,"b.HasOne(""tesisproject.shared.Entities.Catalogs.FundingType"", ""FundingType"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2050,tesisproject.shared.Entities.Core.Project,"b.HasOne(""tesisproject.shared.Entities.Core.Project"", ""Project"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2061,tesisproject.shared.Entities.Core.BudgetTransaction,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.BudgetTransaction"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2063,tesisproject.shared.Entities.Core.Budget,"b.HasOne(""tesisproject.shared.Entities.Core.Budget"", ""Budget"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2069,tesisproject.shared.Entities.Auth.AppUser,"b.HasOne(""tesisproject.shared.Entities.Auth.AppUser"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2075,tesisproject.shared.Entities.Auth.AppUser,"b.HasOne(""tesisproject.shared.Entities.Auth.AppUser"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2080,tesisproject.shared.Entities.Catalogs.TransactionType,"b.HasOne(""tesisproject.shared.Entities.Catalogs.TransactionType"", ""TransactionType"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2091,tesisproject.shared.Entities.Core.ConvocationRule,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ConvocationRule"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2093,tesisproject.shared.Entities.Core.Convocation,"b.HasOne(""tesisproject.shared.Entities.Core.Convocation"", ""Convocation"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2099,tesisproject.shared.Entities.Catalogs.ProductType,"b.HasOne(""tesisproject.shared.Entities.Catalogs.ProductType"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2108,tesisproject.shared.Entities.Core.ConvocationRuleIndexing,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ConvocationRuleIndexing"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2110,tesisproject.shared.Entities.Core.ConvocationRule,"b.HasOne(""tesisproject.shared.Entities.Core.ConvocationRule"", ""ConvocationRule"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2116,tesisproject.shared.Entities.Catalogs.IndexingSource,"b.HasOne(""tesisproject.shared.Entities.Catalogs.IndexingSource"", ""IndexingSource"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2127,tesisproject.shared.Entities.Core.Document,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Document"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2129,tesisproject.shared.Entities.Auth.AppUser,"b.HasOne(""tesisproject.shared.Entities.Auth.AppUser"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2135,tesisproject.shared.Entities.Catalogs.DocumentType,"b.HasOne(""tesisproject.shared.Entities.Catalogs.DocumentType"", ""DocumentType"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2141,tesisproject.shared.Entities.Auth.AppUser,"b.HasOne(""tesisproject.shared.Entities.Auth.AppUser"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2149,tesisproject.shared.Entities.Core.ExternalResearcher,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ExternalResearcher"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2151,tesisproject.shared.Entities.Catalogs.Institution,"b.HasOne(""tesisproject.shared.Entities.Catalogs.Institution"", ""Institution"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2159,tesisproject.shared.Entities.Core.ExternalResearcherProject,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ExternalResearcherProject"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2161,tesisproject.shared.Entities.Auth.AppUser,"b.HasOne(""tesisproject.shared.Entities.Auth.AppUser"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2167,tesisproject.shared.Entities.Core.ExternalResearcher,"b.HasOne(""tesisproject.shared.Entities.Core.ExternalResearcher"", ""ExternalResearcher"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2173,tesisproject.shared.Entities.Core.Project,"b.HasOne(""tesisproject.shared.Entities.Core.Project"", ""Project"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2184,tesisproject.shared.Entities.Core.FacultyScopeFaculty,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.FacultyScopeFaculty"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2186,tesisproject.shared.Entities.Core.FacultyScope,"b.HasOne(""tesisproject.shared.Entities.Core.FacultyScope"", ""FacultyScope"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2195,tesisproject.shared.Entities.Core.Group,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Group"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2197,tesisproject.shared.Entities.Catalogs.GroupType,"b.HasOne(""tesisproject.shared.Entities.Catalogs.GroupType"", ""GroupType"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2206,tesisproject.shared.Entities.Core.GroupMember,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.GroupMember"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2208,tesisproject.shared.Entities.Core.Group,"b.HasOne(""tesisproject.shared.Entities.Core.Group"", ""Group"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2214,tesisproject.shared.Entities.Catalogs.MemberRoleType,"b.HasOne(""tesisproject.shared.Entities.Catalogs.MemberRoleType"", ""MemberRole"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2220,tesisproject.shared.Entities.Auth.AppUser,"b.HasOne(""tesisproject.shared.Entities.Auth.AppUser"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2231,tesisproject.shared.Entities.Core.ObjectiveActivity,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ObjectiveActivity"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2233,tesisproject.shared.Entities.Core.ProjectObjective,"b.HasOne(""tesisproject.shared.Entities.Core.ProjectObjective"", ""Objective"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2242,tesisproject.shared.Entities.Core.ObjectiveActivityUser,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ObjectiveActivityUser"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2244,tesisproject.shared.Entities.Core.ObjectiveActivity,"b.HasOne(""tesisproject.shared.Entities.Core.ObjectiveActivity"", ""ObjectiveActivity"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2250,tesisproject.shared.Entities.Core.Visit,"b.HasOne(""tesisproject.shared.Entities.Core.Visit"", ""Visit"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2261,tesisproject.shared.Entities.Core.Products.Product,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Products.Product"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2263,tesisproject.shared.Entities.Catalogs.ProductType,"b.HasOne(""tesisproject.shared.Entities.Catalogs.ProductType"", ""ProductType"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2269,tesisproject.shared.Entities.Core.Project,"b.HasOne(""tesisproject.shared.Entities.Core.Project"", ""Project"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2275,tesisproject.shared.Entities.Core.Visit,"b.HasOne(""tesisproject.shared.Entities.Core.Visit"", ""Visit"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2287,tesisproject.shared.Entities.Core.Products.ProductAttributeDefinition,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Products.ProductAttributeDefinition"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2289,tesisproject.shared.Entities.Catalogs.ProductAttribute,"b.HasOne(""tesisproject.shared.Entities.Catalogs.ProductAttribute"", ""ProductAttribute"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2295,tesisproject.shared.Entities.Catalogs.ProductType,"b.HasOne(""tesisproject.shared.Entities.Catalogs.ProductType"", ""ProductType"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2306,tesisproject.shared.Entities.Core.Products.ProductAuthor,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Products.ProductAuthor"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2308,tesisproject.shared.Entities.Core.Products.Product,"b.HasOne(""tesisproject.shared.Entities.Core.Products.Product"", ""Product"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2314,tesisproject.shared.Entities.Auth.AppUser,"b.HasOne(""tesisproject.shared.Entities.Auth.AppUser"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2323,tesisproject.shared.Entities.Core.Products.ProductValue,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Products.ProductValue"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2325,tesisproject.shared.Entities.Core.Products.ProductAttributeDefinition,"b.HasOne(""tesisproject.shared.Entities.Core.Products.ProductAttributeDefinition"", ""AttributeDefinition"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2331,tesisproject.shared.Entities.Catalogs.ProductAttribute,"b.HasOne(""tesisproject.shared.Entities.Catalogs.ProductAttribute"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2336,tesisproject.shared.Entities.Core.Products.Product,"b.HasOne(""tesisproject.shared.Entities.Core.Products.Product"", ""Product"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2347,tesisproject.shared.Entities.Core.Project,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Project"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2349,tesisproject.shared.Entities.Core.Convocation,"b.HasOne(""tesisproject.shared.Entities.Core.Convocation"", ""Convocation"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2355,tesisproject.shared.Entities.Auth.AppUser,"b.HasOne(""tesisproject.shared.Entities.Auth.AppUser"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2361,tesisproject.shared.Entities.Core.Group,"b.HasOne(""tesisproject.shared.Entities.Core.Group"", ""ProjectGroup"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2367,tesisproject.shared.Entities.Catalogs.ProjectOriginType,"b.HasOne(""tesisproject.shared.Entities.Catalogs.ProjectOriginType"", ""ProjectOriginType"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2373,tesisproject.shared.Entities.Catalogs.ProjectState,"b.HasOne(""tesisproject.shared.Entities.Catalogs.ProjectState"", ""ProjectState"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2379,tesisproject.shared.Entities.Catalogs.ProjectType,"b.HasOne(""tesisproject.shared.Entities.Catalogs.ProjectType"", ""ProjectType"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2396,tesisproject.shared.Entities.Core.ProjectDocument,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ProjectDocument"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2398,tesisproject.shared.Entities.Core.Document,"b.HasOne(""tesisproject.shared.Entities.Core.Document"", ""Document"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2404,tesisproject.shared.Entities.Core.Project,"b.HasOne(""tesisproject.shared.Entities.Core.Project"", ""Project"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2415,tesisproject.shared.Entities.Core.ProjectExtension,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ProjectExtension"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2417,tesisproject.shared.Entities.Core.Document,"b.HasOne(""tesisproject.shared.Entities.Core.Document"", ""Document"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2422,tesisproject.shared.Entities.Catalogs.ProjectExtensionType,"b.HasOne(""tesisproject.shared.Entities.Catalogs.ProjectExtensionType"", ""ProjectExtensionType"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2427,tesisproject.shared.Entities.Core.Project,"b.HasOne(""tesisproject.shared.Entities.Core.Project"", ""Project"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2440,tesisproject.shared.Entities.Core.ProjectObjective,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ProjectObjective"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2442,tesisproject.shared.Entities.Catalogs.ObjectiveType,"b.HasOne(""tesisproject.shared.Entities.Catalogs.ObjectiveType"", ""ObjectiveType"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2448,tesisproject.shared.Entities.Core.Project,"b.HasOne(""tesisproject.shared.Entities.Core.Project"", ""Project"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2459,tesisproject.shared.Entities.Core.ProjectResearchCategory,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ProjectResearchCategory"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2461,tesisproject.shared.Entities.Core.Project,"b.HasOne(""tesisproject.shared.Entities.Core.Project"", ""Project"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2467,tesisproject.shared.Entities.Catalogs.ResearchCategory,"b.HasOne(""tesisproject.shared.Entities.Catalogs.ResearchCategory"", ""ResearchCategory"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2478,tesisproject.shared.Entities.Core.UserFacultyScopeAssignment,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.UserFacultyScopeAssignment"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2480,tesisproject.shared.Entities.Core.FacultyScope,"b.HasOne(""tesisproject.shared.Entities.Core.FacultyScope"", ""FacultyScope"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2486,tesisproject.shared.Entities.Auth.AppUser,"b.HasOne(""tesisproject.shared.Entities.Auth.AppUser"", ""User"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2497,tesisproject.shared.Entities.Core.Visit,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Visit"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2499,tesisproject.shared.Entities.Core.Document,"b.HasOne(""tesisproject.shared.Entities.Core.Document"", ""Document"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2505,tesisproject.shared.Entities.Core.Document,"b.HasOne(""tesisproject.shared.Entities.Core.Document"", ""FundingDocument"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2511,tesisproject.shared.Entities.Auth.AppUser,"b.HasOne(""tesisproject.shared.Entities.Auth.AppUser"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2516,tesisproject.shared.Entities.Core.Document,"b.HasOne(""tesisproject.shared.Entities.Core.Document"", ""ProgressDocument"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2522,tesisproject.shared.Entities.Core.Project,"b.HasOne(""tesisproject.shared.Entities.Core.Project"", ""Project"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2528,tesisproject.shared.Entities.Catalogs.VisitState,"b.HasOne(""tesisproject.shared.Entities.Catalogs.VisitState"", ""VisitState"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2545,tesisproject.shared.Entities.Core.VisitIssue,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.VisitIssue"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2547,tesisproject.shared.Entities.Auth.AppUser,"b.HasOne(""tesisproject.shared.Entities.Auth.AppUser"", null)"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2552,tesisproject.shared.Entities.Core.Visit,"b.HasOne(""tesisproject.shared.Entities.Core.Visit"", ""Visit"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2561,tesisproject.shared.Entities.Core.VisitObjectiveActivityProgress,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.VisitObjectiveActivityProgress"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2563,tesisproject.shared.Entities.Core.ObjectiveActivity,"b.HasOne(""tesisproject.shared.Entities.Core.ObjectiveActivity"", ""ObjectiveActivity"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2569,tesisproject.shared.Entities.Core.Visit,"b.HasOne(""tesisproject.shared.Entities.Core.Visit"", ""Visit"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2580,tesisproject.shared.Entities.Export.ExportTemplateColumn,"modelBuilder.Entity(""tesisproject.shared.Entities.Export.ExportTemplateColumn"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2582,tesisproject.shared.Entities.Export.ExportField,"b.HasOne(""tesisproject.shared.Entities.Export.ExportField"", ""ExportField"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2588,tesisproject.shared.Entities.Export.ExportTemplate,"b.HasOne(""tesisproject.shared.Entities.Export.ExportTemplate"", ""Template"")"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2599,tesisproject.shared.Entities.Catalogs.Country,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.Country"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2604,tesisproject.shared.Entities.Catalogs.ProductAttribute,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.ProductAttribute"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2611,tesisproject.shared.Entities.Catalogs.ProjectExtensionType,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.ProjectExtensionType"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2616,tesisproject.shared.Entities.Catalogs.ResearchCategory,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.ResearchCategory"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2623,tesisproject.shared.Entities.Catalogs.ResearchCategoryGroup,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.ResearchCategoryGroup"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2628,tesisproject.shared.Entities.Catalogs.ResearchCategoryType,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.ResearchCategoryType"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2633,tesisproject.shared.Entities.Core.Budget,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Budget"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2638,tesisproject.shared.Entities.Core.Convocation,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Convocation"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2645,tesisproject.shared.Entities.Core.ConvocationRule,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ConvocationRule"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2650,tesisproject.shared.Entities.Core.Document,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Document"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2655,tesisproject.shared.Entities.Core.ExternalResearcher,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ExternalResearcher"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2660,tesisproject.shared.Entities.Core.FacultyScope,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.FacultyScope"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2667,tesisproject.shared.Entities.Core.Group,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Group"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2672,tesisproject.shared.Entities.Core.ObjectiveActivity,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ObjectiveActivity"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2679,tesisproject.shared.Entities.Core.Products.Product,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Products.Product"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2686,tesisproject.shared.Entities.Core.Products.ProductAttributeDefinition,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Products.ProductAttributeDefinition"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2691,tesisproject.shared.Entities.Core.Project,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Project"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2710,tesisproject.shared.Entities.Core.ProjectObjective,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.ProjectObjective"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2715,tesisproject.shared.Entities.Core.Visit,"modelBuilder.Entity(""tesisproject.shared.Entities.Core.Visit"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2724,tesisproject.shared.Entities.Export.ExportField,"modelBuilder.Entity(""tesisproject.shared.Entities.Export.ExportField"", b =>"
migrations,tesisproject.backend/Migrations/20260305180538__ProbeApp.Designer.cs,2729,tesisproject.shared.Entities.Export.ExportTemplate,"modelBuilder.Entity(""tesisproject.shared.Entities.Export.ExportTemplate"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,14,AppDbContext,[DbContext(typeof(AppDbContext))]
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,82,IdentityUser<int>,"modelBuilder.Entity(""Microsoft.AspNetCore.Identity.IdentityUser<int>"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,229,tesisproject.shared.Entities.Auth.AppUser,"modelBuilder.Entity(""tesisproject.shared.Entities.Auth.AppUser"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,252,tesisproject.shared.Entities.Auth.RefreshToken,"modelBuilder.Entity(""tesisproject.shared.Entities.Auth.RefreshToken"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,294,tesisproject.shared.Entities.Catalogs.Country,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.Country"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,326,tesisproject.shared.Entities.Catalogs.DocumentType,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.DocumentType"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,350,tesisproject.shared.Entities.Catalogs.FundingType,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.FundingType"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,374,tesisproject.shared.Entities.Catalogs.GroupType,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.GroupType"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,398,tesisproject.shared.Entities.Catalogs.IndexingSource,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.IndexingSource"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,428,tesisproject.shared.Entities.Catalogs.Institution,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.Institution"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,461,tesisproject.shared.Entities.Catalogs.MemberRoleType,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.MemberRoleType"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,488,tesisproject.shared.Entities.Catalogs.ObjectiveType,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.ObjectiveType"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,512,tesisproject.shared.Entities.Catalogs.ProductAttribute,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.ProductAttribute"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,543,tesisproject.shared.Entities.Catalogs.ProductType,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.ProductType"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,570,tesisproject.shared.Entities.Catalogs.ProjectExtensionType,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.ProjectExtensionType"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,597,tesisproject.shared.Entities.Catalogs.ProjectOriginType,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.ProjectOriginType"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,621,tesisproject.shared.Entities.Catalogs.ProjectState,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.ProjectState"", b =>"
migrations,tesisproject.backend/Migrations/20260905070405_ArticlesFusionSync.Designer.cs,645,tesisproject.shared.Entities.Catalogs.ProjectType,"modelBuilder.Entity(""tesisproject.shared.Entities.Catalogs.ProjectType"", b =>"
